0.43055,-1.394,0.37353,-0.56578,-0.32503,-0.1802
0.42594,-1.3801,0.37011,-0.55911,-0.32163,-0.17949
0.42143,-1.3662,0.36665,-0.55277,-0.31826,-0.17852
0.41701,-1.3526,0.36319,-0.54668,-0.31492,-0.17734
0.41267,-1.339,0.35973,-0.5408,-0.31163,-0.17602
0.40841,-1.3256,0.35628,-0.5351,-0.30838,-0.17458
0.4042,-1.3123,0.35284,-0.52954,-0.30518,-0.17305
0.40006,-1.2992,0.34942,-0.5241,-0.30203,-0.17146
0.39597,-1.2862,0.34602,-0.51878,-0.29892,-0.16981
0.39193,-1.2733,0.34264,-0.51355,-0.29585,-0.16812
0.38795,-1.2606,0.33928,-0.50841,-0.29282,-0.16641
0.38401,-1.248,0.33596,-0.50336,-0.28984,-0.16467
0.38012,-1.2355,0.33265,-0.49838,-0.28689,-0.16291
0.37627,-1.2232,0.32938,-0.49347,-0.28397,-0.16114
0.37246,-1.2109,0.32613,-0.48862,-0.2811,-0.15937
0.3687,-1.1988,0.32291,-0.48384,-0.27825,-0.1576
0.36498,-1.1868,0.31972,-0.47912,-0.27544,-0.15582
0.3613,-1.1749,0.31656,-0.47446,-0.27267,-0.15405
0.35766,-1.1632,0.31343,-0.46985,-0.26992,-0.15228
0.35406,-1.1516,0.31032,-0.46529,-0.26721,-0.15051
0.3505,-1.14,0.30725,-0.46078,-0.26453,-0.14876
0.34698,-1.1286,0.3042,-0.45633,-0.26187,-0.14701
0.34349,-1.1174,0.30118,-0.45192,-0.25925,-0.14527
0.34004,-1.1062,0.29819,-0.44755,-0.25665,-0.14355
0.33662,-1.0951,0.29523,-0.44324,-0.25408,-0.14183
0.33324,-1.0842,0.2923,-0.43896,-0.25154,-0.14013
0.3299,-1.0733,0.28939,-0.43474,-0.24902,-0.13844
0.32659,-1.0626,0.28652,-0.43055,-0.24653,-0.13676
0.32331,-1.052,0.28367,-0.42641,-0.24407,-0.13509
0.32007,-1.0414,0.28085,-0.42231,-0.24163,-0.13344
0.31686,-1.031,0.27805,-0.41825,-0.23922,-0.13181
0.31369,-1.0207,0.27529,-0.41423,-0.23683,-0.13019
0.31054,-1.0105,0.27255,-0.41024,-0.23446,-0.12858
0.30743,-1.0004,0.26983,-0.4063,-0.23212,-0.12699
0.30435,-0.99039,0.26715,-0.4024,-0.2298,-0.12541
0.3013,-0.98048,0.26449,-0.39853,-0.22751,-0.12385
0.29829,-0.97068,0.26185,-0.39471,-0.22523,-0.1223
0.2953,-0.96097,0.25924,-0.39092,-0.22298,-0.12077
0.29234,-0.95136,0.25666,-0.38716,-0.22075,-0.11925
0.28942,-0.94184,0.2541,-0.38344,-0.21855,-0.11775
0.28652,-0.93242,0.25157,-0.37976,-0.21636,-0.11626
0.28365,-0.9231,0.24906,-0.37611,-0.2142,-0.11479
0.28081,-0.91387,0.24658,-0.3725,-0.21205,-0.11333
0.278,-0.90473,0.24413,-0.36892,-0.20993,-0.11189
0.27522,-0.89568,0.24169,-0.36538,-0.20783,-0.11046
0.27247,-0.88672,0.23928,-0.36187,-0.20574,-0.10905
0.26974,-0.87785,0.2369,-0.35839,-0.20368,-0.10765
0.26705,-0.86907,0.23453,-0.35495,-0.20163,-0.10627
0.26437,-0.86038,0.2322,-0.35154,-0.19961,-0.10491
0.26173,-0.85177,0.22988,-0.34816,-0.1976,-0.10355
0.25911,-0.84325,0.22759,-0.34482,-0.19562,-0.10222
0.25652,-0.83482,0.22532,-0.3415,-0.19365,-0.10089
0.25396,-0.82647,0.22307,-0.33822,-0.19169,-0.099584
0.25142,-0.81821,0.22085,-0.33497,-0.18976,-0.09829
0.2489,-0.81002,0.21864,-0.33175,-0.18785,-0.097009
0.24641,-0.80192,0.21646,-0.32856,-0.18595,-0.095743
0.24395,-0.7939,0.2143,-0.3254,-0.18406,-0.094491
0.24151,-0.78596,0.21217,-0.32228,-0.1822,-0.093253
0.2391,-0.7781,0.21005,-0.31918,-0.18035,-0.092028
0.23671,-0.77032,0.20795,-0.31611,-0.17852,-0.090817
0.23434,-0.76261,0.20588,-0.31307,-0.1767,-0.08962
0.232,-0.75499,0.20382,-0.31006,-0.1749,-0.088436
0.22968,-0.74744,0.20179,-0.30708,-0.17311,-0.087265
0.22738,-0.73996,0.19978,-0.30412,-0.17134,-0.086108
0.22511,-0.73256,0.19778,-0.3012,-0.16958,-0.084963
0.22286,-0.72523,0.19581,-0.2983,-0.16784,-0.083831
0.22063,-0.71798,0.19386,-0.29543,-0.16611,-0.082712
0.21843,-0.7108,0.19192,-0.29259,-0.1644,-0.081605
0.21625,-0.70369,0.19,-0.28978,-0.1627,-0.080511
0.21409,-0.69665,0.18811,-0.28699,-0.16101,-0.079429
0.21195,-0.68968,0.18623,-0.28424,-0.15933,-0.078359
0.20983,-0.68279,0.18437,-0.2815,-0.15767,-0.077301
0.20773,-0.67596,0.18253,-0.2788,-0.15601,-0.076255
0.20566,-0.6692,0.18071,-0.27612,-0.15437,-0.07522
0.2036,-0.6625,0.17891,-0.27347,-0.15274,-0.074197
0.20157,-0.65588,0.17712,-0.27084,-0.15112,-0.073185
0.19955,-0.64932,0.17535,-0.26824,-0.14951,-0.072184
0.19756,-0.64282,0.1736,-0.26566,-0.1479,-0.071194
0.19558,-0.6364,0.17187,-0.26311,-0.14631,-0.070214
0.19363,-0.63003,0.17015,-0.26059,-0.14472,-0.069245
0.1917,-0.62373,0.16845,-0.25809,-0.14314,-0.068287
0.18978,-0.61749,0.16677,-0.25562,-0.14156,-0.067338
0.18788,-0.61132,0.16511,-0.25317,-0.13998,-0.066399
0.18601,-0.6052,0.16346,-0.25075,-0.13841,-0.06547
0.18415,-0.59915,0.16183,-0.24835,-0.13684,-0.064549
0.18231,-0.59316,0.16021,-0.24598,-0.13527,-0.063638
0.18049,-0.58722,0.15861,-0.24363,-0.1337,-0.062736
0.17868,-0.58135,0.15703,-0.2413,-0.13212,-0.061842
0.1769,-0.57554,0.15546,-0.23901,-0.13054,-0.060956
0.17513,-0.56978,0.15391,-0.23673,-0.12895,-0.060078
0.17338,-0.56408,0.15237,-0.23448,-0.12734,-0.059208
0.17165,-0.55844,0.15085,-0.23226,-0.12572,-0.058345
0.16994,-0.55285,0.14934,-0.23006,-0.12409,-0.05749
0.16824,-0.54733,0.14785,-0.22788,-0.12243,-0.056642
0.16656,-0.54185,0.14637,-0.22573,-0.12075,-0.055802
0.16489,-0.53643,0.14491,-0.2236,-0.11905,-0.05497
0.16325,-0.53107,0.14347,-0.22149,-0.11732,-0.054147
0.16162,-0.52576,0.14203,-0.2194,-0.11557,-0.053332
0.16,-0.5205,0.14061,-0.21733,-0.1138,-0.052527
0.1584,-0.51529,0.13921,-0.21529,-0.11202,-0.051732
0.15682,-0.51014,0.13782,-0.21326,-0.11023,-0.050948
0.15525,-0.50504,0.13644,-0.21125,-0.10843,-0.050174
0.1537,-0.49999,0.13508,-0.20926,-0.10663,-0.049411
0.15217,-0.49498,0.13373,-0.20728,-0.10483,-0.048659
0.15065,-0.49003,0.1324,-0.20533,-0.10304,-0.047918
0.14914,-0.48513,0.13107,-0.20339,-0.10126,-0.047188
0.14765,-0.48028,0.12976,-0.20147,-0.099488,-0.046469
0.14618,-0.47548,0.12847,-0.19956,-0.097729,-0.04576
0.14472,-0.47072,0.12718,-0.19768,-0.095985,-0.045062
0.14327,-0.46601,0.12591,-0.19581,-0.094254,-0.044375
0.14184,-0.46135,0.12466,-0.19395,-0.092537,-0.043698
0.14042,-0.45674,0.12341,-0.19212,-0.090835,-0.043031
0.13902,-0.45217,0.12218,-0.1903,-0.089147,-0.042375
0.13763,-0.44765,0.12096,-0.1885,-0.087474,-0.041728
0.13626,-0.44317,0.11975,-0.18671,-0.085815,-0.041091
0.1349,-0.43874,0.11855,-0.18494,-0.084171,-0.040464
0.13355,-0.43435,0.11737,-0.18319,-0.082541,-0.039847
0.13221,-0.43001,0.1162,-0.18145,-0.080925,-0.039239
0.13089,-0.42571,0.11504,-0.17973,-0.079324,-0.03864
0.12959,-0.42145,0.11389,-0.17802,-0.077736,-0.03805
0.12829,-0.41724,0.11275,-0.17633,-0.076162,-0.03747
0.12701,-0.41306,0.11162,-0.17466,-0.074602,-0.036899
0.12574,-0.40893,0.11051,-0.173,-0.073056,-0.036336
0.12449,-0.40484,0.1094,-0.17136,-0.071523,-0.035783
0.12324,-0.40079,0.10831,-0.16973,-0.070003,-0.035238
0.12201,-0.39678,0.10723,-0.16811,-0.068497,-0.034701
0.12079,-0.39282,0.10616,-0.16651,-0.067004,-0.034173
0.11959,-0.38889,0.1051,-0.16493,-0.065524,-0.033654
0.11839,-0.385,0.10405,-0.16336,-0.064056,-0.033142
0.11721,-0.38115,0.10301,-0.16181,-0.062602,-0.032639
0.11604,-0.37734,0.10198,-0.16026,-0.06116,-0.032143
0.11488,-0.37356,0.10096,-0.15874,-0.05973,-0.031656
0.11373,-0.36983,0.099948,-0.15722,-0.058313,-0.031176
0.11259,-0.36613,0.09895,-0.15573,-0.056909,-0.030704
0.11147,-0.36247,0.097961,-0.15424,-0.055516,-0.03024
0.11036,-0.35884,0.096982,-0.15277,-0.054136,-0.029783
0.10925,-0.35525,0.096013,-0.15131,-0.052767,-0.029334
0.10816,-0.3517,0.095053,-0.14987,-0.051411,-0.028892
0.10708,-0.34818,0.094103,-0.14844,-0.050066,-0.028457
0.10601,-0.3447,0.093163,-0.14702,-0.048733,-0.028029
0.10495,-0.34125,0.092232,-0.14562,-0.047412,-0.027608
0.1039,-0.33784,0.09131,-0.14423,-0.046102,-0.027194
0.10287,-0.33446,0.090397,-0.14285,-0.044803,-0.026787
