0.5236,-0.6,0,0,-1,-2,0,0,0,0,0,0,0
0.52656,-0.59991,0.002757,-0.033461,-0.98712,-1.9879,-0.011032,-0.026456,-0.080194,0.083939,-0.032145,0.035891,0
0.52875,-0.59975,0.0047997,-0.060745,-0.97456,-1.9754,-0.022245,-0.047549,-0.13757,0.14801,-0.054079,0.06452,0
0.53036,-0.59957,0.0063123,-0.08342,-0.96233,-1.9625,-0.033524,-0.064644,-0.1786,0.19677,-0.069012,0.08718,0
0.53153,-0.59938,0.0074227,-0.10257,-0.95044,-1.9493,-0.044798,-0.07869,-0.20759,0.23353,-0.078998,0.10495,0
0.53236,-0.59921,0.0082219,-0.11898,-0.93891,-1.936,-0.056023,-0.090361,-0.2275,0.26079,-0.085396,0.11868,0
0.53293,-0.59905,0.0087764,-0.1332,-0.92774,-1.9225,-0.06717,-0.10015,-0.24044,0.2804,-0.089136,0.12909,0
0.53329,-0.59891,0.0091354,-0.14566,-0.91693,-1.9088,-0.078222,-0.10842,-0.24793,0.29378,-0.090867,0.13672,0
0.53347,-0.59879,0.0093365,-0.15669,-0.90647,-1.8951,-0.089166,-0.11546,-0.2511,0.30206,-0.091058,0.14202,0
0.53351,-0.59869,0.0094085,-0.16652,-0.89636,-1.8812,-0.099996,-0.12147,-0.25079,0.3061,-0.090051,0.14536,0
0.53344,-0.5986,0.0093738,-0.17535,-0.88659,-1.8672,-0.11071,-0.12663,-0.24766,0.30659,-0.088099,0.14702,0
0.53327,-0.59853,0.0092504,-0.18333,-0.87718,-1.8531,-0.1213,-0.13107,-0.24223,0.30409,-0.085398,0.14726,0
0.53302,-0.59848,0.0090525,-0.19059,-0.8681,-1.8389,-0.13177,-0.1349,-0.23488,0.29906,-0.082095,0.14628,0
0.53271,-0.59843,0.0087918,-0.19724,-0.85935,-1.8246,-0.14212,-0.13821,-0.22594,0.29188,-0.078306,0.14424,0
0.53233,-0.5984,0.0084777,-0.20334,-0.85093,-1.8103,-0.15236,-0.14107,-0.21567,0.28284,-0.07412,0.14129,0
0.53191,-0.59839,0.0081182,-0.20898,-0.84284,-1.7958,-0.16247,-0.14353,-0.20428,0.27221,-0.06961,0.13754,0
0.53144,-0.59838,0.0077196,-0.2142,-0.83506,-1.7813,-0.17248,-0.14566,-0.19194,0.2602,-0.064834,0.1331,0
0.53094,-0.59838,0.0072876,-0.21907,-0.82759,-1.7667,-0.18237,-0.14748,-0.17879,0.24701,-0.059837,0.12806,0
0.5304,-0.59839,0.0068267,-0.22361,-0.82042,-1.7521,-0.19216,-0.14904,-0.16495,0.23278,-0.054658,0.12249,0
0.52984,-0.59841,0.0063408,-0.22786,-0.81356,-1.7374,-0.20184,-0.15037,-0.15052,0.21765,-0.049327,0.11646,0
0.52926,-0.59843,0.0058333,-0.23186,-0.80698,-1.7226,-0.21142,-0.15149,-0.13559,0.20174,-0.043869,0.11002,0
0.52865,-0.59846,0.0053071,-0.23562,-0.8007,-1.7077,-0.2209,-0.15243,-0.12023,0.18515,-0.038305,0.10322,0
0.52803,-0.59849,0.0047646,-0.23918,-0.7947,-1.6928,-0.2303,-0.1532,-0.1045,0.16796,-0.032652,0.096115,0
0.52739,-0.59853,0.0042081,-0.24255,-0.78898,-1.6778,-0.2396,-0.15382,-0.088451,0.15026,-0.026925,0.088733,0
0.52674,-0.59858,0.0036394,-0.24575,-0.78353,-1.6627,-0.24882,-0.15431,-0.072126,0.1321,-0.021135,0.081112,0
0.52608,-0.59862,0.0030601,-0.24879,-0.77834,-1.6476,-0.25795,-0.15467,-0.055566,0.11355,-0.015292,0.073281,0
0.52541,-0.59867,0.0024717,-0.25169,-0.77342,-1.6324,-0.26701,-0.15493,-0.038805,0.094668,-0.0094048,0.065268,0
